id,generation,emotion,source,target
00125,20s,긍정,"이번에 친구들이랑 랜선 모임 했는데, 진짜 갓벽한 꿀템들 공유해서 감성폭발 했어!","이번에 친구들과 온라인 모임을 했는데, 정말 완벽한 좋은 아이템들을 공유해서 감정이 폭발했어요!"
00126,20s,부정,"오늘 하루가 너무 힘들어서 GG했어, 역시 이날은 혼술로 힐링타임이 답이야.","오늘 하루가 너무 힘들어서 포기했어, 역시 이날은 혼자 술을 마시며 힐링하는 게 답이야."
00127,20s,부정,오늘 감성샷 찍으러 갔는데 갑분싸됐어 ㅋㅋ,오늘 감성 사진을 찍으러 갔는데 분위기가 갑자기 싸해졌어.
00128,20s,긍정,이번 주말에 친구랑 혼코노 가는데 완소남이 있을까 진짜 기대돼!,이번 주말에 친구와 혼자서 노래방에 가는데 정말 멋진 남자가 있을지 기대돼!
00129,10s,긍정,"이번 주말에 친구들이랑 랜선생님으로 게임할 건데, 꿀잼각이라서 기대돼!","이번 주말에 친구들과 함께 온라인으로 게임할 예정인데, 매우 재미있을 것 같아서 기대돼!"
00130,20s,부정,"오늘 감성샷 찍으러 카페 갔는데, 갑분싸 되더라 ㅋㅋ","오늘 감성적인 사진을 찍으러 카페에 갔는데, 분위기가 갑자기 어색해지더라."
00131,10s,긍정,오늘 영상 보고 진짜 미쳤다ㅋㅋ 감성샷 찍으러 가야겠다!,오늘 영상을 보고 정말 대단하다고 생각했다. 감성적인 사진을 찍으러 가야겠다!
00132,20s,긍정,"이번 주말에 친구들이랑 랜선 모임 하기로 했는데, 기대도 되고 약간 긴장돼서 ㅇㅈ이지 ㅋㅋ.","이번 주말에 친구들과 온라인 모임을 하기로 했는데, 기대도 되고 약간 긴장되네요."
00133,20s,긍정,"이번 주말에 친구들이랑 감정폭발하는 혼술하러 가기로 했어, 진짜 꿀잼이겠지?","이번 주말에 친구들과 감정이 격해지는 혼술을 하러 가기로 했어요, 정말 재미있을 것 같아요."
00134,20s,긍정,"오늘도 감성샷 찍으러 카페 갔는데, 갑분띠로 친구들 우르르 나타나서 꿀잼 됐다!","오늘도 감성 있는 사진을 찍으러 카페에 갔는데, 갑자기 친구들이 나타나서 정말 재미있었다!"
00135,20s,긍정,아침에 일어나서 내돈내산으로 산 꿀템 먹으니까 갓생 살고 있는 기분이야!,아침에 일어나서 내가 구입한 맛있는 음식을 먹으니까 인생을 잘 살고 있는 기분이야!
00136,20s,긍정,오늘 감성샷 찍으러 가는데 ㄴㅇㄱ? 완소남이랑 같이 가면 꿀잼일 듯!,오늘 감성 있는 사진 찍으러 가는데 너도 갈래? 좋은 남자친구랑 같이 가면 재미있을 것 같아!
00137,10s,긍정,"주말에 친구들이랑 감성샷 찍으러 갔는데, 진짜 갓벽한 날씨라서 꿀잼이었어!","주말에 친구들과 감성적인 사진을 찍으러 갔는데, 정말 완벽한 날씨라서 아주 재밌었어요!"
00138,20s,긍정,"오늘도 혼술하면서 감성샷 남겼는데, 다들 ㅇㅈ이지?","오늘도 혼자 술을 마시면서 감성적인 사진을 찍었는데, 다들 인정하지?"
00139,20s,긍정,오늘 혼술하면서 존맛탱 안주 먹으니까 간지럽네 ㅋㅋ,오늘 혼자 술을 마시면서 정말 맛있는 안주를 먹으니 기분이 좋네요.
00140,20s,긍정,"이번 주말에 친구들이랑 감성샷 찍으러 갈 건데, ㅇㅈ이지?","이번 주말에 친구들과 감성적인 사진을 찍으러 갈 건데, 그렇지 않나요?"
00141,20s,긍정,"이번 주말에 감성샷 찍으러 갈 건데, 너도 ㄴㅇㄱ?","이번 주말에 감성적인 사진을 찍으러 갈 건데, 너도 올래?"
00142,20s,긍정,"오늘 날씨 진짜 완소남이네, 감성샷 찍으러 가야겠다!","오늘 날씨가 정말 좋네요, 사진 찍으러 가야겠어요!"
00143,20s,긍정,"오늘 완소남 만나서 감성폭발하는 하루였어, 진짜 존잼이야!","오늘 정말 멋진 남자를 만나서 감동적인 하루였어, 정말 재미있었어!"
00144,20s,부정,"오늘 감성샷 찍으러 갔는데, 갑분싸 되서 너무 아쉬웠어 ㅠㅠ","오늘 감성 사진을 찍으러 갔는데, 분위기가 갑자기 싸해져서 너무 아쉬웠어."
00145,20s,긍정,"이번 주말에 감성샷 찍으러 가는데, 너도 ㄴㅇㄱ?","이번 주말에 감성 있는 사진 찍으러 가는데, 너도 함께 할래?"
00146,20s,긍정,"이번 주말에 친구들이랑 랜선으로 놀기로 했는데, 미쳤다 진짜 존잼이겠다 ㅎㅎ","이번 주말에 친구들과 온라인으로 놀기로 했는데, 정말 재미있을 것 같다."
00147,20s,부정,"오늘 친구들이랑 감성샷 찍으러 갔는데, 갑분싸 걸려서 다들 짜증났어 ㅎㅎ.","오늘 친구들과 감성 사진을 찍으러 갔는데, 분위기가 갑자기 싸해져서 모두들 짜증이 났어."
00148,20s,긍정,요즘 인싸들은 꿀템 잔뜩 사서 감성샷 찍는 게 국룰이야.,요즘 인기 있는 사람들은 좋은 아이템을 많이 사서 감성적인 사진을 찍는 게 일반적이야.
00149,10s,긍정,"오늘 완전 꿀잼이었어, 다들 인생샷 찍으러 가자!","오늘 정말 재미있었어, 모두 인생 사진 찍으러 가자!"
00150,20s,부정,오늘 친구들이랑 갑분싸 되는 바람에 그냥 집에서 혼밥각으로 급 가기로 했어.,오늘 친구들과의 분위기가 갑자기 싸해져서 그냥 집에서 혼자 밥 먹기로 했어.
00151,20s,긍정,"오늘 하루는 갓생 살다가 갑분싸 되는 일이 있었는데, 진짜 ㅇㅈ? 너무 웃겼어.","오늘 하루는 잘 보내다가 갑자기 분위기가 싸해지는 일이 있었는데, 정말 공감되지 않나요? 너무 웃겼어요."
00152,20s,긍정,오늘은 갓벽한 날씨에 감성샷 찍으러 가자! ㅇㅈ?,"오늘은 정말 완벽한 날씨니 감성 사진을 찍으러 가는 게 좋겠어, 그렇지?"
00153,10s,긍정,"오늘 완전 대박 잼민이랑 감성샷 찍었는데, 사진이 갓벽해!","오늘 정말 재밌는 아이와 감성 사진을 찍었는데, 사진이 아주 완벽해!"
00154,20s,긍정,"이번 주말에는 친구들이랑 랜선으로 고구마 먹방 하기로 했는데, 꿀잼이겠지? ㅋㅋ","이번 주말에는 친구들과 함께 온라인으로 고구마를 먹으며 방송을 하기로 했는데, 재미있겠네요? ㅎㅎ"
00155,20s,부정,"오늘은 꿀템 찾으러 쇼핑 나갔는데, 갑분싸 되는 바람에 많이 힘들었어.","오늘은 좋은 상품 찾아 쇼핑하러 나갔는데, 뜻밖의 상황이 생겨서 많이 힘들었어."
00156,20s,부정,"오늘 친구랑 감성샷 찍으러 갔는데, 갑분싸 되버린 거 실화냐?","오늘 친구와 감성 사진을 찍으러 갔는데, 갑자기 분위기가 험악해진 게 사실인가?"
00157,20s,긍정,오늘도 인생샷 찍으러 감성폭발하는 카페 가는 중 ㅎㅎ,오늘도 인생 사진을 찍으러 감성이 넘치는 카페에 가는 중이에요.
00158,20s,긍정,"이번 주말에 친구들이랑 감성샷 찍으러 가기로 했는데, 완소남이 오면 좋겠다.","이번 주말에 친구들이랑 감성 사진을 찍으러 가기로 했는데, 좋은 남자가 오면 좋겠다."
00159,20s,부정,오늘 감성샷 찍으러 갔는데 갑분싸 분위기 때문에 나만 혼자 ㅇㅈ하더라.,오늘 감성 사진을 찍으러 갔는데 갑자기 분위기가 싸해져서 나만 혼자 인정하더라.
00160,10s,긍정,"어제 친구 생일이라 갓생을 살기 위해 감성샷 많이 찍었는데, ㄴㅇㄱ 진짜 이쁘더라!","어제 친구 생일이라 좋은 시간을 보내기 위해 감성적인 사진을 많이 찍었는데, 정말 예쁘더라!"
00161,20s,긍정,"이거 진짜 갓벽한 꿀템이야, 완수남으로서 이렇게 좋을 수가 없네 ㅎㅎ",이 제품은 정말로 완벽한 좋은 물건이에요. 제가 이렇게 만족할 수가 없네요.
00162,10s,긍정,"이번 주말에 친구들이랑 랜선 모임 하기로 했는데, 꿀템 많이 나올 것 같아서 완전 기대돼!","이번 주말에 친구들과 온라인 모임을 하기로 했는데, 좋은 아이템들이 많이 나올 것 같아서 정말 기대돼!"
00163,20s,긍정,"오늘 친구들 만나서 감성샷 찍고 꿀잼이었다, ㅇㅈ이지?","오늘 친구들과 만나서 감성적인 사진을 찍고 정말 재미있었어, 그렇지?"
00164,20s,긍정,"오늘은 경치가 갓벽한 카페에서 감성샷 한 컷 찍고, GG 하면서 찐득한 커피 마시고 싶다.","오늘은 경치가 아주 좋은 카페에서 감성적인 사진 한 장 찍고, 다들 편안하게 커피를 마시고 싶다."
00165,20s,긍정,"요즘 그 드라마 진짜 미쳤어, 갓벽한 연출이야 ㅇㅈ이지?","요즘 그 드라마 정말 대단해, 완벽한 연출이야, 그렇지?"
00166,20s,긍정,"요즘 존맛탱 음식 먹으러 가는 게 갓생이지, 완전 꿀잼이야!",요즘 맛있는 음식을 먹으러 가는 것이 좋은 생활이죠. 정말 재미있어요!
00167,20s,긍정,"이번 주말에는 친구들이랑 랜선 모임 하기로 했는데, 꿀잼 될 듯! ㅇㅈ?","이번 주말에는 친구들과 온라인 모임을 하기로 했는데, 정말 재미있을 것 같습니다! 동의하시죠?"
00168,10s,중립,"이번 주말에 친구랑 감성샷 찍으러 가려고 하는데, 갑분싸 되는 거 아니겠지?","이번 주말에 친구와 감성 있는 사진을 찍으러 가려고 하는데, 갑자기 분위기가 싸해지는 건 아니겠지?"
00169,20s,긍정,"요즘 감성 폭발하는데, 혼밥하면서 유튜브 쇼츠 돌리다가 진짜 인생샷 건졌어!","요즘 감성이 넘쳐나는데, 혼자 밥을 먹으면서 유튜브 쇼츠를 보다 보니 정말 좋은 사진을 찍었어요!"
00170,20s,긍정,"오늘 일 끝나고 친구들이랑 혼술할 건데, 기대되는 건 진짜 존맛탱일 듯!","오늘 일 끝나고 친구들과 술 한 잔 할 건데, 기대되는 음식이 정말 맛있을 것 같아!"
00171,20s,부정,어제 친구들이랑 감성샷 찍으러 갔다가 갑분싸 되는 바람에 완전 멘붕왔어.,어제 친구들과 감성적인 사진을 찍으러 갔다가 분위기가 갑자기 싸해져서 완전히 멘붕이 왔어요.
00172,20s,긍정,오늘 혼놀하다가 갓벽한 인생샷 건졌다 ㅎㅎ,오늘 혼자 놀다가 정말 멋진 사진을 찍었다.
00173,20s,부정,"어제 친구들이랑 감성샷 찍으러 갔는데, 갑분싸되서 노잼이었어.","어제 친구들과 감성 사진을 찍으러 갔는데, 갑자기 분위기가 싸해져서 재미없었어."
00174,20s,긍정,오늘 혼코노 하면서 체고의 JMT 발견했지 뭐야.,오늘 혼자 노래방 가면서 최고의 즐거움을 발견했어.
00175,20s,긍정,"이번 주말에 친구랑 감성샷 찍으러 가는데, 진짜 존잼일 듯!","이번 주말에 친구와 감성 있는 사진을 찍으러 가는데, 정말 재미있을 것 같아요!"
00176,10s,긍정,"이번 주말에 친구들이랑 놀러 가는데, 갓벽한 감성샷 기대해도 되겠지? ㅎㅎ","이번 주말에 친구들과 놀러 가는데, 완벽한 감성 사진 기대해도 될까요?"
00177,20s,긍정,"오늘은 꿀잼 영화 봤는데, 진짜 인생샷이 많이 나와서 감성폭발했어.","오늘 정말 재미있는 영화를 봤는데, 진짜 인생사진이 많이 나와서 감정이 북받쳤어요."
00178,10s,긍정,"이번 주말에 친구들이랑 랜선모임 하는데, 꿀템 소개해줄 거니까 너도 꼭 ㅇㅈ이지?","이번 주말에 친구들과 온라인 모임을 하는데, 유용한 물건을 소개해 줄 거니까 너도 꼭 동의해줄 거지?"
00179,10s,긍정,"오늘 감성폭발한 사진 찍었는데, 친구들이 ㅇㅈ한다고 해서 기분 완전 짱이에요!","오늘 감정이 폭발하는 멋진 사진을 찍었는데, 친구들이 인정해줘서 기분이 아주 좋습니다!"
00180,20s,긍정,"어제 친구들이랑 랜선 모임 하면서 감성샷 찍었는데, 진짜 갓생 사는 느낌이었어.","어제 친구들과 온라인 모임을 하면서 감성적인 사진을 찍었는데, 정말 대단한 삶을 사는 느낌이었어요."
00181,20s,긍정,"오늘도 갓벽한 감성샷 찍고 놀다 보니까 시간 가는 줄 모르겠네, ㄴㅇㄱ?","오늘도 완벽한 감성 사진을 찍고 놀다 보니까 시간이 가는 줄 모르겠네요, 그렇지 않나요?"
00182,20s,긍정,오늘 친구들이랑 놀러 갔는데 감성샷 찍고 너무 꿀잼이었어!,오늘 친구들과 놀러 갔는데 감성적인 사진을 찍고 매우 재미있었어!
00183,20s,긍정,"어제 영화 보는데 진짜 감성폭발이었음, 주인공이 ㅇㅈ이지 이거는.","어제 영화를 보는데 정말 감정이 폭발했어요, 주인공이 정말 그렇다는 건 누가 봐도 알겠죠."
00184,20s,부정,"요즘 너무 고구마인데, 갑분싸한 감성샷 찍어봤어.","요즘 너무 답답한데, 갑자기 분위기가 싸해진 사진을 찍어봤어."
00185,20s,긍정,요즘 인스타에 올린 감성샷이 진짜 갓벽이라서 친구들한테 많이 보여줬어! ㅋㅋ,요즘 인스타에 올린 감성 사진이 정말 완벽해서 친구들에게 많이 보여줬어요! 하하.
00186,20s,중립,오늘 친구랑 카페 갔는데 감성샷 찍는다고 시간 다 날렸어 ㅋㅋ,오늘 친구와 카페에 갔는데 감성적인 사진 찍느라 시간 다 보냈어.
00187,10s,긍정,"오늘 하루도 존잼이네, 감성샷 찍고 나가자구!","오늘 하루도 정말 재미있다, 감성적인 사진을 찍고 나가자."
00188,20s,긍정,오늘도 갓벽한 인생샷 건졌네! ㅋㅋ,오늘도 완벽한 인생 사진을 찍었네요! ㅎㅎ
00189,20s,긍정,오늘은 ㅇㅈ이지? 완소남이랑 갬성샷 찍으러 갈 건데 기대된다~,오늘은 정말 그렇지? 완벽한 남자와 감성적인 사진을 찍으러 갈 예정이라 기대된다.
00190,20s,긍정,너 이번 감성샷 존맛탱으로 찍었는데 ㄴㅇㄱ? 완전 갓벽이야!,"너 이번에 감성적인 사진을 정말 맛있게 찍었는데, 인정하지?"
00191,20s,긍정,"이번 주 토요일에 친구들이랑 랜선으로 아싸 모임 할 건데, 존잼 기대 중이야!","이번 주 토요일에 친구들과 온라인 모임을 할 건데, 정말 재미있을 것 같아!"
00192,10s,긍정,오늘 완소남이랑 카페 가서 감성샷 존잼으로 찍었어!,오늘 좋은 친구와 카페에 가서 감성적인 사진을 재미있게 찍었어요!
00193,10s,긍정,"이번 주 주말에 친구들이랑 랜선 모임 하기로 했는데, 꿀잼 예상해봐!","이번 주 주말에 친구들과 온라인 모임을 하기로 했는데, 재미있을 것 같아!"
00194,20s,긍정,"어제 친구들끼리 랜선 모임 했는데, 갓생 살고 있는 애들이라 기분 좋았어! 진짜 꿀잼이었음.","어제 친구들과 온라인 모임을 했는데, 정말 멋진 삶을 살아가는 친구들이라 기분이 좋았어요! 정말 재미있었어요."
00195,10s,긍정,"오늘 친구들이랑 캠핑 갔는데, 감성샷 찍으면서 꿀잼이었어! ㅋㅋ","오늘 친구들과 캠핑을 갔는데, 감성적인 사진을 찍으면서 정말 재미있었어요!"
00196,10s,긍정,어제 친구랑 카페에서 감성샷 찍었는데 진짜 존맛탱이었어.,어제 친구와 카페에서 감성 있는 사진을 찍었는데 정말 맛있는 음식이었어.
00197,20s,긍정,이번에 간 친구들 인스타 감성샷 존맛탱들이네!,이번에 간 친구들의 인스타그램 감성 사진이 정말 맛있어 보이네요!
00198,20s,중립,"오늘은 그냥 집에서 감성샷 찍으면서 혼술이나 해야겠다, 너무 귀찮은데 ㅎㅎ.","오늘은 그냥 집에서 감성 사진을 찍으면서 혼자 술이나 마셔야겠다, 너무 귀찮은데."
00199,20s,부정,오늘은 진짜 갓생 살다가 갑자기 노잼으로 변신했어 ㅋㅋ,오늘은 정말 잘 지내고 있었는데 갑자기 지루해졌어.
00200,20s,긍정,오늘은 완소남이랑 꿀잼 유튜브 보면서 멍때리기나 할까? ㅋㅋ,오늘은 좋은 남자 친구와 재미있는 유튜브 영상을 보면서 한가하게 시간을 보낼까? 하하
00201,20s,긍정,"어제 친구들이랑 랜선모임 했는데, 감성폭발이었어 ㅎㅎ","어제 친구들과 온라인 모임을 했는데, 정말 감정이 넘쳤어요."
00202,20s,부정,오늘 계획 다 세워놓고 갓생 살려고 하는데 갑분싸 되버림 ㅋㅋ,오늘 계획을 다 세워 놓고 좋은 삶을 살려고 했는데 분위기가 갑자기 싸해져 버렸다.
